Date	Link	Title	Text
2022-10-02 01:19:22	https://lenta.ru/news/2022/10/02/valuta/	В Минфине и Росфинмониторинге поддержали идею регулирования игровых валют. Это необходимо, чтобы не допускать их использования в качестве средства расчетов за пределами видеоигр, а также для отмывания денег и спонсирования терроризма. Об этом «Известиям» заявил замглавы Минфина Алексей Моисеев.Как объяснили в пресс-службе Росфинмониторинга, игровые валюты можно использовать только для приобретения услуг и предметов в рамках конкретной игры. Однако отдельные игровые сервисы предлагают клиентам конвертировать игровые средства в фиатные деньги либо продавать внутриигровые предметы за реальные валюты. Поэтому, считают в ведомстве, подходы к регулированию оборота конвертируемых игровых валют и виртуальных активов должны быть идентичны.Материалы по теме:Код королевы.Как выпускница Оксфорда создала культ криптоденег и стала самой разыскиваемой преступницей в мире11 августа 2022Доигрались.Мировой рынок видеоигр рушится на глазах. Что ждет многомиллиардную индустрию?22 августа 2022Афера Трейдера Иссы.Как россияне поверили советам блогера в Telegram и потеряли миллионы долларов на криптовалюте13 сентября 2022В то же время в Центробанке увидели серьезные риски для финансовой системы России в использовании игровых валют. В регуляторе напомнили, что по закону официальной денежной единицей России является рубль, поэтому введение других денежных единиц или выпуск денежных суррогатов запрещен. Там добавили, что потенциальное использование денежных суррогатов в качестве средства платежа за товары и услуги создает риск подрыва денежного обращения и утраты суверенитета национальной валюты.Ранее директор департамента финансовой стабильности Минфина Иван Чебесков сообщил, что международные переводы с использованием криптовалют могут начаться в 2023 году. Глава комитета Госдумы по финансовому рынку Анатолий Аксаков сказал, что бизнес сам будет выбирать, в каком именно цифровом активе вести торговлю: биткоине, эфириуме или другом.В ЦБ подтвердили, что вопрос трансграничных сделок с цифровыми активами прорабатывается.Министерство финансов России и Центробанк переосмыслили подходы к регулированию рынка криптовалют и собираются разрешить их использование в ближайшее время. Мера коснется расчетов за пределами страны.	В Минфине поддержали идею регулирования игровых валют
2022-10-02 00:05:00	https://lenta.ru/news/2022/10/02/truss/	Премьер-министр Великобритании Лиз Трасс в своей статье для газеты The Sun признала, что налоговая политика ее кабинета может привести к краткосрочному периоду экономической нестабильности в стране.«Сохранение статус-кво не дает эффекта. Нас слишком долго сдерживали высокие налоги и низкие темпы роста. Мы должны быстрее добиваться результатов, поэтому я буду действовать по-новому. Это потребует от нас принимать трудные решения и приведет к нестабильности в краткосрочной перспективе», — заявила глава британского правительства.Ранее пользователи социальной сети Twitter разозлились из-за поста Лиз Трасс, в котором она пригрозила вести против России новые санкции после вхождения в ее состав ДНР, ЛНР, Херсонской и Запорожской областей, чтобы «парализовать военную машину» президента России Владимира Путина.	Трасс признала возможную нестабильность экономики из-за ее налоговой политики
2022-10-01 23:24:00	https://lenta.ru/news/2022/10/01/enieni/	Итальянская компания Eni снова не получит российский газ, который она запросила у «Газпрома» на воскресенье, 2 октября, сообщает Reuters со ссылкой на заявление компании.По данным Eni, ожидается, что ситуация не изменится до понедельника, 3 октября. Сейчас «компании работают над ее исправлением».Ранее «Газпром» заявил о невозможности поставить газ итальянской компании, запрошенный на 1 октября, из-за запрета транзита через Австрию.27 сентября компания Nord Stream AG сообщила о том, что в одно и то же время на трех нитках газопроводов «Северного потока» в Балтийском море были обнаружены разрушения. ФРГ сформирует совместную следственную группу с Данией и Швецией для расследования инцидентов на «Северных потоках».	Итальянская компания Eni снова не получит российский газ
2022-10-01 22:08:00	https://lenta.ru/news/2022/10/01/record/	Национальный Банк Украины (НБУ) на этой неделе продал рекордное количество валюты на сумму 867,43 миллиона долларов для поддержания курса гривны. Об этом сообщает ТАСС со ссылкой на газету «Экономическая правда» со ссылкой на данные регулятора.Отмечается, что на прошлой неделе НБУ продал еще 744 миллиона долларов после снижения курса национальной валюты на 25 процентов, до 36,6 гривны за доллар. На такие меры регулятору пришлось пойти «для сдерживания давления на валютном рынке, вызванного эмиссией гривны».Ранее на Украине допустили инфляцию на уровне 30 процентов. С таким прогнозом выступил премьер-министр страны Денис Шмыгаль по итогам заседания кабинета министров, посвященного обсуждению проекта государственного бюджета на 2023 год. «Инфляция может достигнуть 30 процентов, среднегодовой курс доллара будет колебаться в районе 42 гривен», — отметил он.	Нацбанк Украины поставил рекорд по продаже валюты
2022-10-01 21:25:00	https://lenta.ru/news/2022/10/01/ceban/	Цена на газ из России для Молдавии с 1 октября снизится до 1031 долларов за тысячу кубометров — это почти в два раза меньше текущей стоимости. Такое заявление в своем Telegram-канале сделал председатель правления «Молдовагаза» Вадим Чебан.«По предварительным расчетам, закупочная цена энергоносителя составит 1031 за тысячу кубометров», — написал Чебан.В настоящее время «Газпром» поставляет газ Молдавии по 1 882 долларов за тысячу кубометров. То есть, закупочная цена для «Молдовгаза» упадет на 45 процентов. При этом для конечных потребителей в республике цены на газ с 1 октября вырастут на 27 процентов.Ранее стало известно, что «Газпром» подтвердил поставку газа в Молдавию в объеме 5,7 миллиона кубометров в октябре этого года. При этом холдинг напомнил, что может в любой момент расторгнуть договор с этой страной из-за «отсутствия соглашения об урегулировании исторического долга».Ранее компания обвинила Молдавию в нарушении пунктов контракта по срокам оплаты за поставки газа. Помимо задержек в оплате, «Газпром» предъявил претензии молдавской стороне по поводу предыдущих задолженностей.Власти Молдавии еще в октябре 2021 года договорились с «Газпромом» о продлении контракта на поставки газа. Условие договора — аудит задолженности компании «Молдовагаз» в 2022-м. Российская сторона со своей стороны подчеркнула, что контракт подписан на условиях молдавской стороны. Тем не менее страна обещала полностью своевременно оплатить поставки.	В Молдавии заявили о снижении цены на российский газ почти вдвое
2022-10-01 18:33:00	https://lenta.ru/news/2022/10/01/gruzi/	Российское правительство запретило перевозить грузы по стране компаниям из государств, которые ранее поддержали санкции против РФ. Соответствующий документ подписал премьер-министр Михаил Мишустин, текст был опубликован на официальном интернет-портале правовой информации в субботу, 1 октября.Согласно документу, осуществление грузовых автомобильных перевозок по территории РФ будет запрещено компаниям из таких стран-сторонниц антироссийских санкций, как Великобритания, Норвегия и Украина. Также под ограничения попадут перевозчики из стран Евросоюза. Ранее все указанные государства ввели в отношении граждан РФ и российских юридических лиц ограничительные меры в сфере международных автомобильных перевозок грузов.При этом, как следует из текста, на перевозку ряда товаров данный запрет распространяться не будет. В частности, это касается различных видов продовольствия, алкогольных напитков, фармацевтических изделий, стекла, моющих веществ.Уточняется, что постановление вступит в силу 10 октября и будет действовать до 31 декабря 2022 года.Президент России Владимир Путин 29 сентября подписал указ, предоставляющий правительству полномочия по установлению запрета на грузоперевозки по РФ автотранспортом из «недружественных» стран.	Правительство запретило перевозить грузы сторонникам антироссийских санкций
2022-10-01 16:21:00	https://lenta.ru/news/2022/10/01/gazprommoldavia/	"Российская компания «Газпром» подтвердила, что поставит газ в Молдавию в объеме 5,7 миллиона кубометров в октябре этого года. Об этом пишет ТАСС.«Объем предопределен односторонним отказом украинской стороны принимать российский газ на ГИС ""Сохрановка""», — подчеркивается в сообщении компании.Тем не менее холдинг напомнил, что может в любой момент расторгнуть договор с этой страной из-за «отсутствия соглашения об урегулировании исторического долга».При этом ранее компания обвинила Молдавию в нарушении пунктов контракта по срокам оплаты за поставки газа. Помимо задержек в оплате, «Газпром» предъявил претензии молдавской стороне по поводу предыдущих задолженностей. Власти Молдавии еще в октябре 2021 года договорились с «Газпромом» о продлении контракта на поставки газа. Условие договора — аудит задолженности компании «Молдовагаз» в 2022-м. Российская сторона со своей стороны подчеркнула, что контракт подписан на условиях молдавской стороны. Тем не менее страна обещала полностью своевременно оплатить поставки."	«Газпром» подтвердил поставку газа в Молдавию
2022-10-01 16:14:00	https://lenta.ru/news/2022/10/01/gazzprom/	Российский «Газпром» прокомментировал проблемы с поставками газа из России через Австрию и объяснил, что они возникли из-за работы оператора по новым регуляторным практикам. Об этом пишет ТАСС.В холдинге пояснили, что приостановка произошла из-за отказа оператора подтверждать номинации. Тем не менее, «Газпром» обещает решить их как можно скорее совместно с итальянскими покупателями.Итальянская энергетическая компания Eni сообщила о возникшей проблеме 1 октября. Утверждается, что газ невозможно транспортировать через Австрию. «Таким образом, сегодня поток российского газа, предназначенный для Eni, через пропускной пункт в Тарвизио будет на нулевом уровне», — заявили в Eni.Министр энергетики Австрии Леоноре Гевесслер ранее уже говорил о том, что Европа может не получить газ по «Северному потоку» зимой из-за утечек, произошедших на нитках газопровода в начале этой недели.	«Газпром» пообещал решить проблемы с поставками газа из России через Австрию
2022-10-01 14:10:00	https://lenta.ru/news/2022/10/01/wasteenergy/	Украина намерена отказаться от газа в следующем отопительном сезоне и перейти на другие источники энергии. Об этом заявил глава правления НАК «Нафтогаз Украины» Юрий Витренко, его цитирует РИА Новости.«Опыт Житомира показывает, что в большинстве случаев можно к следующему отопительному сезону перейти от природного газа при отоплении, например, на биомассу, мусор», — указал он. Витренко предложил сосредоточиться на альтернативных источниках энергии.По словам главы «Нафтогаза Украины», в Житомире строятся ТЭЦ, которые будут работать на биомассе, RDF — фактически бытовом мусоре — и щепе. Мощность составит 50 мегаватт.Ранее президент Украины Владимир Зеленский подписал законопроект о закупке газа в кредит. Документ предусматривает выделение 12,7 миллиарда гривен (порядка 337 миллионов долларов) на закупку природного газа за счет внешних заимствований.6 сентября депутат Рады Алексей Кучеренко отмечал, что Украина не сможет накопить достаточно запасов газа на зиму. По его словам, сейчас в подземных хранилищах находится только 13,34 миллиарда кубометров топлива.	На Украине предложили перейти на отопление мусором и биомассой
2022-10-01 14:03:00	https://lenta.ru/news/2022/10/01/loss/	Закачанный в экспортные трубы «Северных потоков» газ продолжает утекать в воздух. Об этом рассказал ведущий аналитик Фонда национальной энергетической безопасности (ФНЭБ) Игорь Юшков, передает «Московский комсомолец».По его словам, объем технологического газа составлял около 100 миллионов кубометров, продав которые в Европу Россия могла бы получить до двух миллиардов долларов. Аналитик также подсчитал, что в сумму убытков России от потери «Северных потоков» могут войти возможные взыскания дополнительных штрафных санкций со стороны европейских совладельцев труб.Материалы по теме:На «Северном потоке» обнаружили беспрецедентные разрушения27 сентября 2022«Действительно большая дыра»Газопровод «Северный поток» пострадал от мощных взрывов. Сможет ли Европа пережить зиму?27 сентября 2022Эксперт добавил, что «счет будет идти на десятки, если не сотни миллионов [евро]». Помимо этого, существуют суммы, прописанные в страховых соглашениях, которые достигают 17 миллиардов евро. Юшков полагает, что выплата этой компенсации может быть назначена после множества заседаний европейских арбитражных судов. Аналитик считает, что вердикт, скорее всего, будет вынесен не в пользу России.В дополнение к этому европейские чиновники могут оценить оплату за работу специалистов, рассчитывавших на многолетнее обслуживание российских газовых труб в Европе.26 сентября Дания и Швеция в письме ООН заявили о повреждениях на трех участках газопроводов «Северный поток-1» и «Северный поток-2». Службы безопасности Германии допустили, что обе нитки будут более непригодны для использования и их закроют навсегда.	Подсчитана сумма убытков России от потери «Северных потоков»
2022-10-01 13:30:00	https://lenta.ru/news/2022/10/01/altenative_sevpotok/	Началась прокачка природного газа по газопроводу Baltic Pipe с норвежского шельфа в Польшу. Об этом в субботу, 1 октября, сообщает польский оператор GAZ-System в Twitter.«Как и было обещано более шести лет назад, мы сдержали свое слово. Сегодня в Польшу началась передача газа по газопроводу Baltic Pipe», — говорится в заявлении. Отмечается, что объем прокачки газа поначалу составит 62,4 миллиона кубометров в сутки.Запуск газопровода Baltic Pipe из Норвегии в Польшу должен стать для республики альтернативой поставкам из России, в том числе по «Северному потоку». «Газпром» остановил поставки газа в Польшу в апреле, поскольку страна отказалась перейти на рублевую форму оплаты. При этом в Варшаве были готовы к такому развитию событий. Страна заблаговременно построила крупный терминал по регазификации сжиженного природного газа, а также является одним из лидеров в Европе по уровню заполнения хранилищ.27 сентября в Европе состоялось торжественное открытие Baltic Pipe. Оно практически совпало с проблемами на нитках «Северного потока». Nord Stream AG объявил о беспрецедентных разрушениях.	Началась прокачка газа по альтернативному «Северному потоку» газопроводу
2022-10-01 12:42:00	https://lenta.ru/news/2022/10/01/alternativa/	В Турции назвали единственную альтернативу поврежденным «Северным потокам» для Европы — по выгодным ценам поставлять газ она сможет только по Трансанатолийскому газопроводу. Об этом сообщает Türkiye.Отмечается, что, лишившись российского природного газа, который поставлялся по «Северному потоку» и «Северному потоку-2», Европа столкнулась с энергетическим кризисом. Аварии на газопроводах означают сокращение поставок энергоресурса из России на 89 процентов по сравнению с предыдущим годом, сообщает издание. Определенное количество российского топлива пока что поступает в Европу через трубопровод, проходящий в Турцию по Черному морю, а затем в Болгарию.Одним из вариантов для ЕС могут стать поставки сжиженного природного газа из США морским транспортом, а также поставки газа по трубопроводам из Норвегии и Азербайджана. Первый вариант, отмечают в Türkiye, обойдется намного дороже, чем трубный газ.Материалы по теме:На «Северном потоке» обнаружили беспрецедентные разрушения27 сентября 2022«Действительно большая дыра»Газопровод «Северный поток» пострадал от мощных взрывов. Сможет ли Европа пережить зиму?27 сентября 2022«Турция станет лучшей возможностью для Европы, которая ищет множество альтернатив, чтобы преодолеть газовый кризис и пережить зиму без ущерба», — отмечают в издании.Трансанатолийский газопровод (TNAP) проходит из Азербайджана через Турцию к греческой границе и является частью одобренного ЕС проекта «Южный газовый коридор», который должен был снизить зависимость Европы от России. После его запуска Турция в полтора раза сократила закупки у России.Ранее стало известно, что с похолоданием в Европе резко замедлились темпы заполнения подземных газовых хранилищ — закачка упала до минимума с начала сезона, который в текущем году начался в апреле.	Названа альтернатива поврежденным «Северным потокам» для Европы
2022-10-01 06:07:00	https://lenta.ru/news/2022/10/01/diesel/	Министр горной промышленности и энергетики Бразилии Адольфу Сашида сообщил, что в бразильский порт Сан-Паулу прибыла первая партия дизельного топлива из России. Этим он поделился в своем Twitter-аккаунте.Объем поставки составил приблизительно 35 миллионов литров горючего, рассказал Сашида. «Другие операции по импорту российского дизельного топлива также в процессе. Новые грузы ожидаются в октябре, это усилит конкуренцию и приведет к снижению топливных цен», — пояснил он.О планах Бразилии импортировать как можно больше российского дизельного топлива стало известно в июле.  Отмечалось, что желание государства было продиктовано высокими ценами на топливо, значительно снижавшими шансы президента Бразилии Жаира Болсонару переизбраться на второй срок на предстоящих осенних выборах.В августе сообщалось об увеличении поставок в Европу дизеля из России. Согласно данным Vortexa, в июле этот показатель вырос на 22 процента, по сравнению с аналогичным периодом прошлого года. Регион нарастил закупки до 700 тысяч баррелей в день.	Бразилия получила первые поставки дизельного топлива из России
2022-10-01 03:29:32	https://lenta.ru/news/2022/10/01/britain/	Британские предприятия предрекли увеличение своих расходов на электроэнергию более чем на 500 процентов. Об этом сообщает издание The Independent.Стремительный рост коммунальных затрат вынуждает британские пабы и рестораны искать замену электрическому освещению с помощью свечей, отмечает автор публикации. Некоторым из них уже пришлось закрыться. Например, паб The Masons Arms в Корнуолле начал зажигать свечи по понедельникам в попытке сократить размер счета за электроэнергию. Владельцы заведения рассказали, что компании стали закрываться на несколько дней в неделю, чтобы оставаться на плаву. «Мы возвращаемся в 1753 год, когда открылся The Masons Arms», — заявил один из хозяев паба.Материалы по теме:«Действительно большая дыра»Газопровод «Северный поток» пострадал от мощных взрывов. Сможет ли Европа пережить зиму?27 сентября 2022Крах надежд.Как пандемия и санкции против России нанесли сокрушительный удар по мировой экономике?21 июня 2022Его позицию разделяет и владелец заведения Crown Inn в Миддлтоне Каллум Нолан, который также намерен использовать свечи. Он добавил, что может не оплатить свой счет в следующем месяце из-за увеличения затрат в два раза. Другой паб, находящийся в Корнуолле Thomas Daniell, собирается отказаться от электричества на один день в следующем месяце. Помимо этого, предприятию пришлось закрыть свои двери для посетителей по понедельникам и вторникам.Увеличение стоимости счетов за электроэнергию не обошло стороной и фитнес-клуб Jesmond Pool and Gym в Ньюкасле, руководство которого разработало специальный опрос для своих клиентов с напоминанием об объемах расхода воды при принятии душа и энергии для ее подогрева. «Не могли бы вы принимать душ дома вместо бассейна?», — уточняется в опросе.Ранее в зоопарке Великобритании задумались об усыплении своих обитателей на фоне энергокризиса. Из-за рекордного роста цен на электроэнергию затраты на содержание животных сильно возросли и составят 750 тысяч фунтов стерлингов в год.	Британские предприятия предрекли увеличение затрат на электричество в пять раз
2022-09-30 23:50:00	https://lenta.ru/news/2022/09/30/org/	С 1 октября вступает в силу продление ограничений от Центробанка на вывод средств за рубеж, говорится в сообщении на сайте регулятора.Впервые ограничения были введены в марте и должны были действовать полгода. Согласно им, граждане России и дружественных стран могут переводить на любые счета в зарубежных банках не более миллиона долларов по курсу ЦБ в течение месяца. Если операции осуществляются с использованием систем денежных переводов без открытия банковского счета, лимит снижается до 10 тысяч долларов в месяц, независимо от валюты.Также физические лица-нерезиденты, вне зависимости от страны гражданства, имеют возможность перевести за границу собственную заработную плату без учета месячного лимита. При этом граждане недружественных стран, не работающие в России, равно как и зарегистрированные там компании, по-прежнему не могут проводить денежные переводы за границу.Изначально, после введения первых антироссийских санкций и резкого снижения курса рубля, ограничения были установлены на уровне 10 тысяч долларов в месяц, при этом переводить их нельзя было на собственные счета. Впоследствии это условие было отменено, а лимиты несколько раз повышались. В настоящее время сохраняется запрет на вывоз из России наличной валюты в объеме, превышающем 10 тысяч долларов.	В России продлили ограничения на вывод средств за рубеж
2022-09-30 19:33:00	https://lenta.ru/news/2022/09/30/rubl_sila/	В ближайшее время произойдет укрепление рубля, заявил экономист, управляющий директор компании Trade123 Владимир Рожанковский. При этом персональные санкции, которые вводит Запад, никак не отразятся на российской экономике, добавил он. В беседе с «Лентой.ру» он назвал причины для укрепления рубля.Власти США ввели новые санкции против России в связи с присоединением Донецкой и Луганской народных республик (ДНР и ЛНР), а также Херсонской и Запорожской областей к РФ. Список граждан и компаний, попавших под рестрикции, опубликовали на сайте американского Минфина.Персональные санкции никак не повлияют ни на российскую экономику, ни на рубль, ни на фондовый рынок, в том числе даже санкции против главы Центробанка Эльвиры НабиуллинойВладимир Рожанковскийэкономист«А вот прекращение торгов долларом и евро, которое, возможно, произойдет в ближайшие дни на Мосбирже — это большое событие. Это, конечно, уже повлияет на экономику. Я думаю, что это подтолкнет рубль к укреплению», — заявил Рожанковский.Экономист объяснил, что в России многие трейдеры покупают доллары и евро на бирже. «Соответственно, они ориентируются на тот курс, который есть на бирже. Потому что это индекс. Теперь этот индекс упраздняется», — добавил он.«Конечно, доллар и евро будут котировать банки в частном порядке, но вопрос тогда сразу становится открытый — на какой банк ориентироваться? Тот факт, что определенный банк сегодня вывесил определенные котировки, не является руководством для валютных спекулянтов. Это не тот инструмент. Это инструмент для покупки и продажи валюты в стенах банках, но это не рыночный инструмент», — убежден экономист.Рожанковский считает, что доллар и евро, скорее всего, уйдут из биржевого домена.Доллар и евро в этом случае перестанут быть биржевыми инструментамиВладимир Рожанковскийэкономист«А раз они перестанут быть биржевыми инструментами, они станут еще менее интересны. Потому что многие покупали и продавали эти валюты с целью получения тактической прибыли, а не с целью обменных операций. Поскольку этот инструмент уходит, спрос на него уйдет в ноль. А раз он уйдет в ноль, то это очень мощный стимул для рубля к укреплению», — заключил экономист.Ранее стало известно, что Московская биржа подготовила законопроект, который позволит депозитариям выпускать расписки на цифровые финансовые активы (ЦФА).	Рублю предрекли укрепление
2022-09-30 19:33:00	https://lenta.ru/news/2022/09/30/usanabiul/	Глава российского Центробанка Эльвира Набиуллина попала под санкции США. Уведомление об этом размещено на сайте Управления по контролю над иностранными активами американского Минфина.В сообщении говорится, что с момента вступления в должность Набиуллина «занималась защитой Кремля» от санкций, последовавших за присоединением Крыма, а затем и тех, которые ввелись на фоне обострения конфликта на Украине. Помимо Набиуллиной под санкции США попала ее первый заместитель Ольга Скоробогатова. По версии Минфина, она ответственна за развитие российской платежной системы «Мир» и операции Центробанка на российском и международном рынках.Также против главы ЦБ ввела санкции и Великобритания. Речь идет о таких мерах, как запрет на въезд и заморозка активов. Обоснование состоит в том, что Набиуллина «получает выгоду от российского правительства либо поддерживает его, работая в качестве руководителя Центрального банка Российской Федерации».	Набиуллина попала под санкции США
2022-09-30 17:51:00	https://lenta.ru/news/2022/09/30/sber/	Розничные клиенты Сбербанка с 30 сентября 2022 года могут подать предварительные заявки на реструктуризацию кредитов в рамках госпрограммы для военнослужащих. Об этом сообщили в пресс-службе банка.Воспользоваться программой могут заемщики, относящиеся к категориям: мобилизованные в Вооруженные силы Российской Федерации; военнослужащие, проходящие срочную военную службу или службу по контракту; сотрудники нацгвардии, силовых ведомств, пограничники, задействованные в проведении спецоперации; добровольцы, заключившие контракт на военную службу; члены семей всех перечисленных выше категорий.Первый заместитель председателя правления Сбербанка Кирилл Царев отметил, что для компании важно поддержать клиентов в текущей ситуации.«Мы приняли решение начать прием заявок по данной программе уже сейчас. Для Сбербанка крайне важно поддержать наших клиентов в текущей ситуации и дать им уверенность, что сложностей с их кредитами в период службы не будет. И как только закон вступит в силу, наши клиенты, подавшие заявки, сразу смогут воспользоваться кредитными каникулами на новых условиях государственной программы», — рассказал он.Военнослужащие в рамках программы смогут получить отсрочку по ипотеке, потребительским кредитам, кредитным картам на весь срок службы и дополнительно 30 дней после ее окончания. Срок действия программы — до 31 декабря 2023 года.Программа также распространяется на индивидуальных предпринимателей, взявших розничный кредит. Для остальных категорий граждан, взявших кредит на развитие бизнеса и мобилизованных, в Сбербанке существует собственная программа реструктуризации.	Сбербанк начал принимать заявки на кредитные каникулы для военнослужащих
